Algoritmo,Base,Repeticao,D,Dp,Dn,Atributos,I,Tempo,Testes,Seed,WRAcc,size,TP,FP,SUPP,Qg,Chi_Quad,p_value,Lift,DiffSup,K,GrowthRate,OddsRatio,cov,conf,supp,suppP,suppN
SD,burczynski-pn-width-8,1,127,59,68,22283,170312,59.233,25546900,179424673,0.094691549,1.96,22.46,0,0.813559322,22.46,31.48842971,3.51E-08,2.152542373,0.380677966,50,Infinity,Infinity,0.176850394,1,0.176850394,0.380677966,0
SD,chiaretti-pn-freq-2,1,128,74,54,12625,25250,12.979,3787600,179424673,0.118256836,2,35.88,0,1,35.88,36.42527829,2.67E-09,1.72972973,0.484864865,50,Infinity,Infinity,0.2803125,1,0.2803125,0.484864865,0
SD,chiaretti-pn-freq-4,1,128,74,54,12625,50500,19.593,7575100,179424673,0.08404541,2,25.5,0,0.472972973,25.5,23.24248494,1.53E-06,1.72972973,0.344594595,50,Infinity,Infinity,0.19921875,1,0.19921875,0.344594595,0
SD,chiaretti-pn-freq-8,1,128,74,54,12625,101000,24.071,10100100,179424673,0.052734375,1,16,0,0.986486486,16,13.34362934,2.59E-04,1.72972973,0.216216216,50,Infinity,Infinity,0.125,1,0.125,0.216216216,0
SD,chiaretti-pn-width-2,1,128,74,54,12625,25250,10.764,3787600,179424673,0.108830566,2,33.02,0,0.648648649,33.02,32.53834126,2.38E-08,1.72972973,0.446216216,50,Infinity,Infinity,0.25796875,1,0.25796875,0.446216216,0
SD,chiaretti-pn-width-4,1,128,74,54,12625,50429,19.64,7564450,179424673,0.101052246,2,30.66,0,0.621621622,30.66,29.48176085,1.18E-07,1.72972973,0.414324324,50,Infinity,Infinity,0.23953125,1,0.23953125,0.414324324,0
SD,chiaretti-pn-width-8,1,128,74,54,12625,98837,33.821,14825650,179424673,0.088198242,2,26.76,0,0.648648649,26.76,24.73940063,1.04E-06,1.72972973,0.361621622,50,Infinity,Infinity,0.2090625,1,0.2090625,0.361621622,0
SD,chin-pn-freq-2,1,118,75,43,22215,44430,22.479,6664600,179424673,0.12877765,2,41.7,0,0.973333333,41.7,36.98324131,1.33E-09,1.573333333,0.556,50,Infinity,Infinity,0.353389831,1,0.353389831,0.556,0
SD,chin-pn-freq-4,1,118,75,43,22215,88860,35.054,13329100,179424673,0.065099109,1.84,21.08,0,0.986666667,21.08,14.83422714,2.17E-04,1.573333333,0.281066667,50,Infinity,Infinity,0.178644068,1,0.178644068,0.281066667,0
SD,chin-pn-freq-8,1,118,75,43,22215,177719,41.496,17772000,179424673,0.046322896,1,15,0,1,15,9.852427184,0.001696078,1.573333333,0.2,50,Infinity,Infinity,0.127118644,1,0.127118644,0.2,0
SD,chin-pn-width-2,1,118,75,43,22215,44430,18.813,6664600,179424673,0.122292445,2,39.6,0,0.946666667,39.6,34.24255057,8.21E-09,1.573333333,0.528,50,Infinity,Infinity,0.33559322,1,0.33559322,0.528,0
SD,chin-pn-width-4,1,118,75,43,22215,88254,33.618,13238200,179424673,0.122292445,2,39.6,0,0.826666667,39.6,34.24115372,8.88E-09,1.573333333,0.528,50,Infinity,Infinity,0.33559322,1,0.33559322,0.528,0
SD,chin-pn-width-8,1,118,75,43,22215,169006,55.177,25351000,179424673,0.082454754,1.92,26.7,0,0.973333333,26.7,19.83170432,1.30E-05,1.573333333,0.356,50,Infinity,Infinity,0.226271186,1,0.226271186,0.356,0
SD,chowdary-pn-freq-2,1,104,62,42,22283,44566,20.202,6685000,179424673,0.172721893,1.98,44.48,0,0.983870968,44.48,52.70543768,5.19E-13,1.677419355,0.717419355,50,Infinity,Infinity,0.427692308,1,0.427692308,0.717419355,0
SD,chowdary-pn-freq-4,1,104,62,42,22283,89118,21.684,8911900,179424673,0.10243713,1,26.38,0,1,26.38,23.95736935,1.09E-06,1.677419355,0.425483871,50,Infinity,Infinity,0.253653846,1,0.253653846,0.425483871,0
SD,chowdary-pn-freq-8,1,104,62,42,22283,177748,36.457,17774900,179424673,0.056616124,1,14.58,0,1,14.58,11.49872459,7.63E-04,1.677419355,0.23516129,50,Infinity,Infinity,0.140192308,1,0.140192308,0.23516129,0
SD,chowdary-pn-width-2,1,104,62,42,22283,44566,12.293,6685000,179424673,0.05410503,1.62,14.14,0.14,0.919354839,12.73666667,10.98115718,0.00383936,1.667209775,0.224731183,50,Infinity,Infinity,0.137307692,0.993913519,0.135961538,0.228064516,0.003333333
SD,chowdary-pn-width-4,1,104,62,42,22283,82456,14.742,8245700,179424673,0.058173077,1.08,15.04,0.04,0.983870968,14.58,11.95839385,0.001556262,1.674623656,0.241628264,50,Infinity,Infinity,0.145,0.998333333,0.144615385,0.242580645,9.52E-04
SD,chowdary-pn-width-8,1,104,62,42,22283,133038,35.256,19955800,179424673,0.096963757,1.16,25,0.02,1,24.57,22.84742489,1.77E-05,1.676656891,0.402749616,50,Infinity,Infinity,0.240576923,0.999545455,0.240384615,0.403225806,4.76E-04
SD,christensen-pn-freq-2,1,217,113,104,1413,2826,2.23,424000,179424673,0.211847353,2,95.92,0,1,95.92,158.2745333,0,1.920353982,0.848849558,50,Infinity,Infinity,0.44202765,1,0.44202765,0.848849558,0
SD,christensen-pn-freq-4,1,217,113,104,1413,5652,3.713,847900,179424673,0.110561702,1.28,50.06,0,1,50.06,60.28979513,1.15E-11,1.920353982,0.44300885,50,Infinity,Infinity,0.230691244,1,0.230691244,0.44300885,0
SD,christensen-pn-freq-8,1,217,113,104,1413,11304,4.415,1130500,179424673,0.060338508,1,27.32,0,1,27.32,28.76700747,8.49E-08,1.920353982,0.241769912,50,Infinity,Infinity,0.125898618,1,0.125898618,0.241769912,0
SD,christensen-pn-width-2,1,217,113,104,1413,2827,2.2,565500,179424673,0.157066831,2.06,71.16,0.04,1,69.14,101.9654162,8.79E-16,1.919600613,0.629349898,50,Infinity,Infinity,0.328110599,0.999607692,0.327926267,0.629734513,3.85E-04
SD,christensen-pn-width-4,1,217,113,104,1413,5555,3.213,833350,179424673,0.139405806,1.86,63.12,0,1,63.12,82.9429125,6.44E-17,1.920353982,0.558584071,50,Infinity,Infinity,0.290875576,1,0.290875576,0.558584071,0
SD,christensen-pn-width-8,1,217,113,104,1413,10425,5.928,1563850,179424673,0.120235299,1.84,54.44,0,1,54.44,67.40042447,7.11E-14,1.920353982,0.481769912,50,Infinity,Infinity,0.250875576,1,0.250875576,0.481769912,0
SD,golub-pn-freq-2,1,72,47,25,7129,14258,5.038,2138800,179424673,0.154320988,1.78,32,0,1,32,30.8744698,8.09E-08,1.531914894,0.680851064,50,Infinity,Infinity,0.444444444,1,0.444444444,0.680851064,0
SD,golub-pn-freq-4,1,72,47,25,7129,28516,5.319,2851700,179424673,0.086998457,1,18.04,0,1,18.04,12.80523732,3.48E-04,1.531914894,0.383829787,50,Infinity,Infinity,0.250555556,1,0.250555556,0.383829787,0
SD,golub-pn-freq-8,1,72,47,25,7129,57032,8.72,5703300,179424673,0.048611111,1,10.08,0,1,10.08,6.235403985,0.012593457,1.531914894,0.214468085,50,Infinity,Infinity,0.14,1,0.14,0.214468085,0
SD,golub-pn-width-2,1,72,47,25,7129,14258,2.434,1425900,179424673,0.069251543,1,14.36,0,0.978723404,14.36,9.635532583,0.002878778,1.531914894,0.305531915,50,Infinity,Infinity,0.199444444,1,0.199444444,0.305531915,0
SD,golub-pn-width-4,1,72,47,25,7129,28129,7.02,4219450,179424673,0.167534722,2,34.74,0,0.978723404,34.74,36.17440174,1.09E-08,1.531914894,0.739148936,50,Infinity,Infinity,0.4825,1,0.4825,0.739148936,0
SD,golub-pn-width-8,1,72,47,25,7129,52989,11.685,7948450,179424673,0.159722222,1.98,33.12,0,1,33.12,33.37071449,1.60E-07,1.531914894,0.704680851,50,Infinity,Infinity,0.46,1,0.46,0.704680851,0
SD,gordon-pn-freq-2,1,181,150,31,12533,25066,12.496,2506700,179424673,0.085654284,1,90.52,0,1,90.52,37.42622728,9.77E-10,1.206666667,0.603466667,50,Infinity,Infinity,0.500110497,1,0.500110497,0.603466667,0
SD,gordon-pn-freq-4,1,181,150,31,12533,50132,19.5,5013300,179424673,0.043716614,1,46.2,0,1,46.2,12.82094256,3.44E-04,1.206666667,0.308,50,Infinity,Infinity,0.255248619,1,0.255248619,0.308,0
SD,gordon-pn-freq-8,1,181,150,31,12533,100264,33.618,10026500,179424673,0.023107353,1,24.42,0,1,24.42,5.834464695,0.015778315,1.206666667,0.1628,50,Infinity,Infinity,0.134917127,1,0.134917127,0.1628,0
SD,gordon-pn-width-2,1,181,150,31,12533,25355,14.726,3803350,179424673,0.04889228,1.26,51.96,0.06,1,49.02,16.67577651,9.58E-04,1.205933459,0.344464516,50,Infinity,Infinity,0.287403315,0.999392369,0.287071823,0.3464,0.001935484
SD,gordon-pn-width-4,1,181,150,31,12533,49807,28.423,7471150,179424673,0.123996215,2,131.04,0,0.986666667,131.04,103.3133111,2.22E-17,1.206666667,0.8736,50,Infinity,Infinity,0.723977901,1,0.723977901,0.8736,0
SD,gordon-pn-width-8,1,181,150,31,12533,91869,48.188,13780450,179424673,0.108648088,1.98,114.82,0,0.986666667,114.82,66.76827941,1.25E-13,1.206666667,0.765466667,50,Infinity,Infinity,0.634364641,1,0.634364641,0.765466667,0
SD,gravier-pn-freq-2,1,168,111,57,2905,5810,5.382,1162100,179424673,0.087366071,2.82,43.26,0,0.918918919,43.26,29.93482435,5.54E-08,1.513513514,0.38972973,50,Infinity,Infinity,0.2575,1,0.2575,0.38972973,0
SD,gravier-pn-freq-4,1,168,111,57,2905,11620,6.24,1743100,179424673,0.041966412,2,20.78,0,1,20.78,12.18089031,5.07E-04,1.513513514,0.187207207,50,Infinity,Infinity,0.123690476,1,0.123690476,0.187207207,0
SD,gravier-pn-freq-8,1,168,111,57,2905,23240,7.925,2324100,179424673,0.034993622,1.22,18.34,0.52,1,13.01,9.304524531,0.004360967,1.476882099,0.156102418,50,Infinity,Infinity,0.112261905,0.975797101,0.109166667,0.165225225,0.009122807
SD,gravier-pn-width-2,1,168,111,57,2905,5811,4.462,1162300,179424673,0.075814201,3,37.54,0,0.378378378,37.54,24.83604802,7.19E-07,1.513513514,0.338198198,50,Infinity,Infinity,0.223452381,1,0.223452381,0.338198198,0
SD,gravier-pn-width-4,1,168,111,57,2905,11530,8.705,2306100,179424673,0.084498299,3,41.84,0,0.423423423,41.84,28.6275799,1.09E-07,1.513513514,0.376936937,50,Infinity,Infinity,0.249047619,1,0.249047619,0.376936937,0
SD,gravier-pn-width-8,1,168,111,57,2905,22165,11.419,3324850,179424673,0.070078656,2,34.7,0,0.864864865,34.7,22.52212463,3.67E-06,1.513513514,0.312612613,50,Infinity,Infinity,0.206547619,1,0.206547619,0.312612613,0
SD,khan-pn-freq-2,1,63,23,40,2308,4616,1.31,692500,179424673,0.177173091,2,17.58,0,1,17.58,42.71192359,8.96E-10,2.739130435,0.764347826,50,Infinity,Infinity,0.279047619,1,0.279047619,0.764347826,0
SD,khan-pn-freq-4,1,63,23,40,2308,9232,1.903,1384900,179424673,0.113076342,1.84,11.22,0,1,11.22,23.9083019,3.05E-06,2.739130435,0.487826087,50,Infinity,Infinity,0.178095238,1,0.178095238,0.487826087,0
SD,khan-pn-freq-8,1,63,23,40,2308,18464,2.356,1846500,179424673,0.075384228,1,7.48,0,1,7.48,14.7713834,1.43E-04,2.739130435,0.325217391,50,Infinity,Infinity,0.118730159,1,0.118730159,0.325217391,0
SD,khan-pn-width-2,1,63,23,40,2308,4616,1.029,692500,179424673,0.181607458,1.98,18.02,0,1,18.02,44.1093984,2.90E-10,2.739130435,0.783478261,50,Infinity,Infinity,0.286031746,1,0.286031746,0.783478261,0
SD,khan-pn-width-4,1,63,23,40,2308,9219,1.732,1382950,179424673,0.142907533,1.9,14.18,0,1,14.18,31.95370961,4.27E-08,2.739130435,0.616521739,50,Infinity,Infinity,0.225079365,1,0.225079365,0.616521739,0
SD,khan-pn-width-8,1,63,23,40,2308,17930,3.183,2689600,179424673,0.09473419,1.92,9.4,0,1,9.4,19.27240997,1.57E-05,2.739130435,0.408695652,50,Infinity,Infinity,0.149206349,1,0.149206349,0.408695652,0
SD,nakayama-pn-freq-2,1,105,21,84,22283,44566,29.078,8913300,179424673,0.112152381,3,14.72,0,1,14.72,68.50933056,4.11E-16,5,0.700952381,50,Infinity,Infinity,0.140190476,1,0.140190476,0.700952381,0
SD,nakayama-pn-freq-4,1,105,21,84,22283,89132,33.26,13369900,179424673,0.0832,2,10.92,0,1,10.92,48.76880098,7.57E-12,5,0.52,50,Infinity,Infinity,0.104,1,0.104,0.52,0
SD,nakayama-pn-freq-8,1,105,21,84,22283,178264,56.753,26739700,179424673,0.054552381,2,7.16,0,0.952380952,7.16,30.74226804,3.69E-08,5,0.340952381,50,Infinity,Infinity,0.068190476,1,0.068190476,0.340952381,0
SD,nakayama-pn-width-2,1,105,21,84,22283,44566,13.416,6685000,179424673,0.064,2,8.4,0,0.952380952,8.4,36.54752701,2.92E-09,5,0.4,50,Infinity,Infinity,0.08,1,0.08,0.4,0
SD,nakayama-pn-width-4,1,105,21,84,22283,87038,25.568,13055800,179424673,0.056533333,2,7.42,0,1,7.42,31.95425258,2.89E-08,5,0.353333333,50,Infinity,Infinity,0.070666667,1,0.070666667,0.353333333,0
SD,nakayama-pn-width-8,1,105,21,84,22283,160167,42.557,24025150,179424673,0.062780952,1.98,8.24,0,0.952380952,8.24,35.81885094,1.35E-08,5,0.392380952,50,Infinity,Infinity,0.07847619,1,0.07847619,0.392380952,0
SD,pomeroy-pn-freq-2,1,60,39,21,7128,14256,4.196,2138500,179424673,0.113983333,2,19.54,0,1,19.54,15.61619281,8.40E-05,1.538461538,0.501025641,50,Infinity,Infinity,0.325666667,1,0.325666667,0.501025641,0
SD,pomeroy-pn-freq-4,1,60,39,21,7128,28512,6.084,4276900,179424673,0.0637,1.9,10.92,0,1,10.92,7.225274725,0.008394694,1.538461538,0.28,50,Infinity,Infinity,0.182,1,0.182,0.28,0
SD,pomeroy-pn-freq-8,1,60,39,21,7128,57024,7.456,5702500,179424673,0.046666667,1,8,0,1,8,4.970414201,0.025784472,1.538461538,0.205128205,50,Infinity,Infinity,0.133333333,1,0.133333333,0.205128205,0
SD,pomeroy-pn-width-2,1,60,39,21,7128,14256,3.152,2138500,179424673,0.100683333,2,17.26,0,1,17.26,13.08367028,3.61E-04,1.538461538,0.442564103,50,Infinity,Infinity,0.287666667,1,0.287666667,0.442564103,0
SD,pomeroy-pn-width-4,1,60,39,21,7128,28202,5.787,4230400,179424673,0.084816667,2,14.54,0,0.897435897,14.54,10.34448019,0.001380289,1.538461538,0.372820513,50,Infinity,Infinity,0.242333333,1,0.242333333,0.372820513,0
SD,pomeroy-pn-width-8,1,60,39,21,7128,53494,6.708,5349500,179424673,0.0602,1,10.32,0,1,10.32,6.740205094,0.010942739,1.538461538,0.264615385,50,Infinity,Infinity,0.172,1,0.172,0.264615385,0
SD,shipp-pn-freq-2,1,77,58,19,7129,14258,5.491,2138800,179424673,0.112801484,1.52,35.2,0,0.965517241,35.2,21.44018633,9.42E-06,1.327586207,0.606896552,50,Infinity,Infinity,0.457142857,1,0.457142857,0.606896552,0
SD,shipp-pn-freq-4,1,77,58,19,7129,28516,5.616,2851700,179424673,0.064219936,1,20.04,0,1,20.04,8.874913793,0.002896811,1.327586207,0.345517241,50,Infinity,Infinity,0.26025974,1,0.26025974,0.345517241,0
SD,shipp-pn-freq-8,1,77,58,19,7129,57032,9.219,5703300,179424673,0.035635014,1,11.12,0,1,11.12,4.258351901,0.039200588,1.327586207,0.191724138,50,Infinity,Infinity,0.144415584,1,0.144415584,0.191724138,0
SD,shipp-pn-width-2,1,77,58,19,7129,14258,2.589,1425900,179424673,0.071205937,1,22.22,0,0.982758621,22.22,10.43760359,0.002114193,1.327586207,0.383103448,50,Infinity,Infinity,0.288571429,1,0.288571429,0.383103448,0
SD,shipp-pn-width-4,1,77,58,19,7129,27475,5.116,2747600,179424673,0.073128689,1,22.82,0,1,22.82,10.70390816,0.001452713,1.327586207,0.393448276,50,Infinity,Infinity,0.296363636,1,0.296363636,0.393448276,0
SD,shipp-pn-width-8,1,77,58,19,7129,49714,8.144,4971500,179424673,0.067680891,1,21.12,0,1,21.12,9.648530539,0.002823,1.327586207,0.364137931,50,Infinity,Infinity,0.274285714,1,0.274285714,0.364137931,0
SD,singh-pn-freq-2,1,102,52,50,12600,25200,12.153,3780100,179424673,0.169357939,2,35.24,0,0.980769231,35.24,51.80155057,9.97E-13,1.961538462,0.677692308,50,Infinity,Infinity,0.345490196,1,0.345490196,0.677692308,0
SD,singh-pn-freq-4,1,102,52,50,12600,50132,17.488,7519900,179424673,0.106978085,1.82,22.26,0,0.961538462,22.26,27.43307129,2.85E-07,1.961538462,0.428076923,50,Infinity,Infinity,0.218235294,1,0.218235294,0.428076923,0
SD,singh-pn-freq-8,1,102,52,50,12600,97804,19.624,9780500,179424673,0.064109958,1,13.34,0,0.980769231,13.34,14.76425746,1.33E-04,1.961538462,0.256538462,50,Infinity,Infinity,0.130784314,1,0.130784314,0.256538462,0
SD,singh-pn-width-2,1,102,52,50,12600,25200,8.268,3780100,179424673,0.141099577,2,29.36,0,0.923076923,29.36,39.75651239,7.92E-10,1.961538462,0.564615385,50,Infinity,Infinity,0.287843137,1,0.287843137,0.564615385,0
SD,singh-pn-width-4,1,102,52,50,12600,49558,14.664,7433800,179424673,0.10620915,1.92,22.1,0,0.884615385,22.1,27.28255803,7.77E-07,1.961538462,0.425,50,Infinity,Infinity,0.216666667,1,0.216666667,0.425,0
SD,singh-pn-width-8,1,102,52,50,12600,91633,25.256,13745050,179424673,0.112456747,2,23.4,0,0.75,23.4,29.24979752,1.02E-07,1.961538462,0.45,50,Infinity,Infinity,0.229411765,1,0.229411765,0.45,0
SD,sorlie-pn-freq-2,1,85,32,53,456,912,0.437,182500,179424673,0.155222145,2.9,21.16,0,1,21.16,46.71735122,1.88E-11,2.65625,0.66125,50,Infinity,Infinity,0.248941176,1,0.248941176,0.66125,0
SD,sorlie-pn-freq-4,1,85,32,53,456,1824,0.515,273700,179424673,0.088174394,2,12.02,0,0.96875,12.02,23.21012433,2.12E-06,2.65625,0.375625,50,Infinity,Infinity,0.141411765,1,0.141411765,0.375625,0
SD,sorlie-pn-freq-8,1,85,32,53,456,3648,0.858,547300,179424673,0.04973564,1.86,6.78,0,0.96875,6.78,12.26333036,8.15E-04,2.65625,0.211875,50,Infinity,Infinity,0.079764706,1,0.079764706,0.211875,0
SD,sorlie-pn-width-2,1,85,32,53,456,946,0.281,142000,179424673,0.08846782,1.98,12.06,0,1,12.06,23.37088838,4.26E-06,2.65625,0.376875,50,Infinity,Infinity,0.141882353,1,0.141882353,0.376875,0
SD,sorlie-pn-width-4,1,85,32,53,456,1860,0.484,279100,179424673,0.085680277,2,11.68,0,1,11.68,22.50574274,4.87E-06,2.65625,0.365,50,Infinity,Infinity,0.137411765,1,0.137411765,0.365,0
SD,sorlie-pn-width-8,1,85,32,53,456,3555,0.812,533350,179424673,0.064260208,2,8.76,0,0.96875,8.76,16.19946548,8.13E-05,2.65625,0.27375,50,Infinity,Infinity,0.103058824,1,0.103058824,0.27375,0
SD,subramanian-pn-freq-2,1,50,33,17,10100,20200,5.366,3030100,179424673,0.119272,2,17.54,0,1,17.54,13.92920221,2.01E-04,1.515151515,0.531515152,50,Infinity,Infinity,0.3508,1,0.3508,0.531515152,0
SD,subramanian-pn-freq-4,1,50,33,17,10100,40400,5.647,4040100,179424673,0.086224,1,12.68,0,1,12.68,8.756842967,0.003176556,1.515151515,0.384242424,50,Infinity,Infinity,0.2536,1,0.2536,0.384242424,0
SD,subramanian-pn-freq-8,1,50,33,17,10100,80800,9.329,8080100,179424673,0.048824,1,7.18,0,1,7.18,4.32145374,0.038099817,1.515151515,0.217575758,50,Infinity,Infinity,0.1436,1,0.1436,0.217575758,0
SD,subramanian-pn-width-2,1,50,33,17,10100,20200,4.29,3030100,179424673,0.129064,2,18.98,0,1,18.98,15.82628932,8.94E-05,1.515151515,0.575151515,50,Infinity,Infinity,0.3796,1,0.3796,0.575151515,0
SD,subramanian-pn-width-4,1,50,33,17,10100,40191,7.535,6028750,179424673,0.114784,1.98,16.88,0,0.818181818,16.88,13.19269491,3.79E-04,1.515151515,0.511515152,50,Infinity,Infinity,0.3376,1,0.3376,0.511515152,0
SD,subramanian-pn-width-8,1,50,33,17,10100,77625,8.752,7762600,179424673,0.075616,1,11.12,0,1,11.12,7.398988978,0.007525206,1.515151515,0.336969697,50,Infinity,Infinity,0.2224,1,0.2224,0.336969697,0
SD,sun-pn-freq-2,1,180,81,99,54613,109227,112.554,21845500,179424673,0.134505556,3,44.02,0,0.580246914,44.02,71.24113223,5.55E-17,2.222222222,0.54345679,50,Infinity,Infinity,0.244555556,1,0.244555556,0.54345679,0
SD,sun-pn-freq-4,1,180,81,99,54613,218453,137.093,32768050,179424673,0.098816667,2,32.34,0,0.851851852,32.34,48.18742869,4.30E-12,2.222222222,0.399259259,50,Infinity,Infinity,0.179666667,1,0.179666667,0.399259259,0
SD,sun-pn-freq-8,1,180,81,99,54613,436905,144.878,43690600,179424673,0.068444444,1,22.4,0,0.888888889,22.4,31.27146658,2.42E-08,2.222222222,0.27654321,50,Infinity,Infinity,0.124444444,1,0.124444444,0.27654321,0
SD,sun-pn-width-2,1,180,81,99,54613,109227,61.48,16384150,179424673,0.113483333,2,37.14,0,0.49382716,37.14,57.21358462,6.41E-14,2.222222222,0.458518519,50,Infinity,Infinity,0.206333333,1,0.206333333,0.458518519,0
SD,sun-pn-width-4,1,180,81,99,54613,215499,119.497,32324950,179424673,0.084027778,2,27.5,0,0.555555556,27.5,39.68975705,4.75E-10,2.222222222,0.339506173,50,Infinity,Infinity,0.152777778,1,0.152777778,0.339506173,0
SD,sun-pn-width-8,1,180,81,99,54613,410113,204.703,61517050,179424673,0.109083333,1.98,35.7,0,0.617283951,35.7,54.46187811,3.52E-13,2.222222222,0.440740741,50,Infinity,Infinity,0.198333333,1,0.198333333,0.440740741,0
SD,tian-pn-freq-2,1,173,137,36,12625,25250,18.423,3787600,179424673,0.065434863,2,54.4,0,0.96350365,54.4,20.85879887,5.23E-06,1.262773723,0.397080292,50,Infinity,Infinity,0.314450867,1,0.314450867,0.397080292,0
SD,tian-pn-freq-4,1,173,137,36,12625,50500,28.126,7575100,179424673,0.033583481,1.94,27.92,0,0.875912409,27.92,8.796043367,0.003667546,1.262773723,0.20379562,50,Infinity,Infinity,0.161387283,1,0.161387283,0.20379562,0
SD,tian-pn-freq-8,1,173,137,36,12625,101000,32.464,10100100,179424673,0.026775368,1,22.26,0,1,22.26,6.713753866,0.009614943,1.262773723,0.162481752,50,Infinity,Infinity,0.12867052,1,0.12867052,0.162481752,0
SD,tian-pn-width-2,1,173,137,36,12625,25250,13.697,3787600,179424673,0.047512446,1.98,39.5,0,0.525547445,39.5,13.46070717,2.63E-04,1.262773723,0.288321168,50,Infinity,Infinity,0.228323699,1,0.228323699,0.288321168,0
SD,tian-pn-width-4,1,173,137,36,12625,49780,26.349,7467100,179424673,0.057953156,2,48.18,0,0.408759124,48.18,17.57954105,3.50E-05,1.262773723,0.351678832,50,Infinity,Infinity,0.27849711,1,0.27849711,0.351678832,0
SD,tian-pn-width-8,1,173,137,36,12625,94021,43.899,14103250,179424673,0.049003976,2,40.74,0,0.649635036,40.74,14.01559021,2.00E-04,1.262773723,0.297372263,50,Infinity,Infinity,0.235491329,1,0.235491329,0.297372263,0
SD,west-pn-freq-2,1,49,25,24,7129,14258,3.728,2138800,179424673,0.162332362,2,16.24,0,0.92,16.24,23.33985818,1.54E-06,1.96,0.6496,50,Infinity,Infinity,0.331428571,1,0.331428571,0.6496,0
SD,west-pn-freq-4,1,49,25,24,7129,28516,5.366,4277500,179424673,0.096759683,1.94,9.68,0,1,9.68,11.60971575,7.83E-04,1.96,0.3872,50,Infinity,Infinity,0.19755102,1,0.19755102,0.3872,0
SD,west-pn-freq-8,1,49,25,24,7129,57032,6.193,5703300,179424673,0.062773844,1,6.28,0,1,6.28,6.92107907,0.008924526,1.96,0.2512,50,Infinity,Infinity,0.128163265,1,0.128163265,0.2512,0
SD,west-pn-width-2,1,49,25,24,7129,14258,2.667,2138800,179424673,0.117950854,1.98,11.8,0,1,11.8,14.96539645,1.46E-04,1.96,0.472,50,Infinity,Infinity,0.240816327,1,0.240816327,0.472,0
SD,west-pn-width-4,1,49,25,24,7129,27231,4.618,4084750,179424673,0.101757601,1.88,10.18,0,0.96,10.18,12.44045555,7.10E-04,1.96,0.4072,50,Infinity,Infinity,0.207755102,1,0.207755102,0.4072,0
SD,west-pn-width-8,1,49,25,24,7129,48924,5.086,4892500,179424673,0.069571012,1,6.96,0,1,6.96,7.825365955,0.006455543,1.96,0.2784,50,Infinity,Infinity,0.142040816,1,0.142040816,0.2784,0
SD,yeoh-pn-freq-2,1,248,79,169,12625,25250,36.146,5050100,179424673,0.182343262,3,66.36,0,1,66.36,193.8532051,0,3.139240506,0.84,50,Infinity,Infinity,0.267580645,1,0.267580645,0.84,0
SD,yeoh-pn-freq-4,1,248,79,169,12625,50500,39.64,7575100,179424673,0.128541558,1.98,46.78,0,1,46.78,123.4447412,0,3.139240506,0.592151899,50,Infinity,Infinity,0.188629032,1,0.188629032,0.592151899,0
SD,yeoh-pn-freq-8,1,248,79,169,12625,101000,63.773,15150100,179424673,0.058857635,1.8,21.42,0,0.949367089,21.42,50.42760024,3.80E-11,3.139240506,0.271139241,50,Infinity,Infinity,0.086370968,1,0.086370968,0.271139241,0
SD,yeoh-pn-width-2,1,248,79,169,12625,25250,20.935,3787600,179424673,0.143159794,1.98,52.1,0,0.974683544,52.1,141.4675016,0,3.139240506,0.659493671,50,Infinity,Infinity,0.210080645,1,0.210080645,0.659493671,0
SD,yeoh-pn-width-4,1,248,79,169,12625,50427,36.021,7564150,179424673,0.113318809,1.98,41.24,0,0.974683544,41.24,106.0137134,0,3.139240506,0.522025316,50,Infinity,Infinity,0.166290323,1,0.166290323,0.522025316,0
SD,yeoh-pn-width-8,1,248,79,169,12625,99689,61.09,14953450,179424673,0.065507284,1.9,23.84,0,0.974683544,23.84,56.46666846,2.44E-13,3.139240506,0.301772152,50,Infinity,Infinity,0.096129032,1,0.096129032,0.301772152,0
Aleatorio3M,alon-pn-freq-2,1,62,40,22,2000,4000,58.985,3000000,179424673,0.12591051,2,22,0,0.825,22,18.79570988,1.83E-05,1.55,0.55,5,Infinity,Infinity,0.35483871,1,0.35483871,0.55,0
Aleatorio3M,alon-pn-freq-2,2,62,40,22,2000,4000,32.183,3000000,125164703,0.130489074,2,22.8,0,0.725,22.8,19.83920513,8.82E-06,1.55,0.57,5,Infinity,Infinity,0.367741935,1,0.367741935,0.57,0
Aleatorio3M,alon-pn-freq-2,3,62,40,22,2000,4000,25.163,3000000,132011827,0.131633715,2,23,0,0.8,23,20.12452227,8.05E-06,1.55,0.575,5,Infinity,Infinity,0.370967742,1,0.370967742,0.575,0
Aleatorio3M,alon-pn-freq-2,4,62,40,22,2000,4000,19.921,3000000,124987441,0.133922997,2,23.4,0,0.8,23.4,20.71057909,6.91E-06,1.55,0.585,5,Infinity,Infinity,0.377419355,1,0.377419355,0.585,0
Aleatorio3M,alon-pn-freq-2,5,62,40,22,2000,4000,20.627,3000000,123979721,0.129344433,2,22.6,0,0.775,22.6,19.56815385,1.03E-05,1.55,0.565,5,Infinity,Infinity,0.364516129,1,0.364516129,0.565,0
Aleatorio3M,alon-pn-freq-2,6,62,40,22,2000,4000,13.962,3000000,119777719,0.129344433,2,22.6,0,0.725,22.6,19.56815385,1.03E-05,1.55,0.565,5,Infinity,Infinity,0.364516129,1,0.364516129,0.565,0
