Algoritmo,Base,Repeticao,D,Dp,Dn,Atributos,I,Tempo,Testes,Seed,WRAcc,size,TP,FP,SUPP,Qg,Chi_Quad,p_value,Lift,DiffSup,K,GrowthRate,OddsRatio,cov,conf,supp,suppP,suppN
SSDP,subramanian-pn-freq-8,1,50,33,17,10100,80800,2.293,1454400,179424673,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,2,50,33,17,10100,80800,2.309,1454400,125164703,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,3,50,33,17,10100,80800,2.309,1454400,132011827,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,4,50,33,17,10100,80800,2.293,1454400,124987441,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,5,50,33,17,10100,80800,2.309,1454400,123979721,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,6,50,33,17,10100,80800,2.262,1454400,119777719,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,7,50,33,17,10100,80800,2.308,1454400,117705823,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,8,50,33,17,10100,80800,2.309,1454400,112131119,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,9,50,33,17,10100,80800,2.34,1454400,108626351,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-freq-8,10,50,33,17,10100,80800,2.325,1454400,107980007,0.0544,1,8,0,0.727272727,8,4.906204906,0.026760376,1.515151515,0.242424242,5,Infinity,Infinity,0.16,1,0.16,0.242424242,0
SSDP,subramanian-pn-width-2,1,50,33,17,10100,20200,2.184,949400,179424673,0.18768,3,27.6,0,1,27.6,31.76428315,2.15E-08,1.515151515,0.836363636,5,Infinity,Infinity,0.552,1,0.552,0.836363636,0
SSDP,subramanian-pn-width-2,2,50,33,17,10100,20200,1.919,848400,125164703,0.18496,3,27.2,0,1,27.2,30.74619715,3.26E-08,1.515151515,0.824242424,5,Infinity,Infinity,0.544,1,0.544,0.824242424,0
SSDP,subramanian-pn-width-2,3,50,33,17,10100,20200,2.698,1171600,132011827,0.19584,3.8,28.8,0,1,28.8,35.01246229,4.03E-09,1.515151515,0.872727273,5,Infinity,Infinity,0.576,1,0.576,0.872727273,0
SSDP,subramanian-pn-width-2,4,50,33,17,10100,20200,2.325,1030200,124987441,0.1904,3.2,28,0,1,28,32.78236915,1.03E-08,1.515151515,0.848484848,5,Infinity,Infinity,0.56,1,0.56,0.848484848,0
SSDP,subramanian-pn-width-2,5,50,33,17,10100,20200,2.184,969600,123979721,0.1904,3.4,28,0,1,28,32.78236915,1.03E-08,1.515151515,0.848484848,5,Infinity,Infinity,0.56,1,0.56,0.848484848,0
SSDP,subramanian-pn-width-2,6,50,33,17,10100,20200,2.605,1171600,119777719,0.1904,3.4,28,0,1,28,32.78236915,1.03E-08,1.515151515,0.848484848,5,Infinity,Infinity,0.56,1,0.56,0.848484848,0
SSDP,subramanian-pn-width-2,7,50,33,17,10100,20200,2.246,1010000,117705823,0.1904,3.2,28,0,1,28,32.78236915,1.03E-08,1.515151515,0.848484848,5,Infinity,Infinity,0.56,1,0.56,0.848484848,0
SSDP,subramanian-pn-width-2,8,50,33,17,10100,20200,2.855,1212000,112131119,0.19584,4,28.8,0,1,28.8,35.01246229,4.03E-09,1.515151515,0.872727273,5,Infinity,Infinity,0.576,1,0.576,0.872727273,0
SSDP,subramanian-pn-width-2,9,50,33,17,10100,20200,2.481,1090800,108626351,0.1904,3,28,0,1,28,32.78236915,1.03E-08,1.515151515,0.848484848,5,Infinity,Infinity,0.56,1,0.56,0.848484848,0
SSDP,subramanian-pn-width-2,10,50,33,17,10100,20200,2.73,1171600,107980007,0.1972,4,29,0,1,29,35.56998557,2.46E-09,1.515151515,0.878787879,5,Infinity,Infinity,0.58,1,0.58,0.878787879,0
SSDP,subramanian-pn-width-4,1,50,33,17,10100,40191,3.308,1768404,179424673,0.14144,2.4,20.8,0,0.939393939,20.8,18.37712096,2.13E-05,1.515151515,0.63030303,5,Infinity,Infinity,0.416,1,0.416,0.63030303,0
SSDP,subramanian-pn-width-4,2,50,33,17,10100,40191,3.26,1728213,125164703,0.13736,2,20.2,0,0.96969697,20.2,17.46778126,3.05E-05,1.515151515,0.612121212,5,Infinity,Infinity,0.404,1,0.404,0.612121212,0
SSDP,subramanian-pn-width-4,3,50,33,17,10100,40191,3.292,1768404,132011827,0.13464,2.4,19.8,0,0.878787879,19.8,16.9138549,4.52E-05,1.515151515,0.6,5,Infinity,Infinity,0.396,1,0.396,0.6,0
SSDP,subramanian-pn-width-4,4,50,33,17,10100,40191,2.932,1567449,124987441,0.13736,2.2,20.2,0,0.939393939,20.2,17.46778126,3.05E-05,1.515151515,0.612121212,5,Infinity,Infinity,0.404,1,0.404,0.612121212,0
SSDP,subramanian-pn-width-4,5,50,33,17,10100,40191,3.167,1728213,123979721,0.13872,2.4,20.4,0,0.909090909,20.4,17.76384535,2.68E-05,1.515151515,0.618181818,5,Infinity,Infinity,0.408,1,0.408,0.618181818,0
SSDP,subramanian-pn-width-4,6,50,33,17,10100,40191,3.417,1929168,119777719,0.13464,2,19.8,0,0.96969697,19.8,16.9138549,4.52E-05,1.515151515,0.6,5,Infinity,Infinity,0.396,1,0.396,0.6,0
SSDP,subramanian-pn-width-4,7,50,33,17,10100,40191,3.026,1647831,117705823,0.13736,2.2,20.2,0,0.96969697,20.2,17.46778126,3.05E-05,1.515151515,0.612121212,5,Infinity,Infinity,0.404,1,0.404,0.612121212,0
SSDP,subramanian-pn-width-4,8,50,33,17,10100,40191,2.293,1245921,112131119,0.13192,2,19.4,0,0.909090909,19.4,16.34082763,5.62E-05,1.515151515,0.587878788,5,Infinity,Infinity,0.388,1,0.388,0.587878788,0
SSDP,subramanian-pn-width-4,9,50,33,17,10100,40191,3.541,1888977,108626351,0.14688,2.8,21.6,0,0.909090909,21.6,19.60367219,1.04E-05,1.515151515,0.654545455,5,Infinity,Infinity,0.432,1,0.432,0.654545455,0
SSDP,subramanian-pn-width-4,10,50,33,17,10100,40191,3.386,1808595,107980007,0.136,2.2,20,0,0.96969697,20,17.17171717,3.41E-05,1.515151515,0.606060606,5,Infinity,Infinity,0.4,1,0.4,0.606060606,0
SSDP,subramanian-pn-width-8,1,50,33,17,10100,77625,2.293,1397250,179424673,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,subramanian-pn-width-8,2,50,33,17,10100,77625,2.293,1397250,125164703,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,subramanian-pn-width-8,3,50,33,17,10100,77625,2.278,1397250,132011827,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,subramanian-pn-width-8,4,50,33,17,10100,77625,2.293,1397250,124987441,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,subramanian-pn-width-8,5,50,33,17,10100,77625,2.278,1397250,123979721,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,subramanian-pn-width-8,6,50,33,17,10100,77625,2.278,1397250,119777719,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,subramanian-pn-width-8,7,50,33,17,10100,77625,3.166,1940625,117705823,0.10744,2,15.8,0,0.818181818,15.8,11.9178801,6.10E-04,1.515151515,0.478787879,5,Infinity,Infinity,0.316,1,0.316,0.478787879,0
SSDP,subramanian-pn-width-8,8,50,33,17,10100,77625,2.278,1397250,112131119,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,subramanian-pn-width-8,9,50,33,17,10100,77625,2.309,1397250,108626351,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,subramanian-pn-width-8,10,50,33,17,10100,77625,2.277,1397250,107980007,0.09112,1,13.4,0,0.939393939,13.4,9.436709437,0.002196667,1.515151515,0.406060606,5,Infinity,Infinity,0.268,1,0.268,0.406060606,0
SSDP,sun-pn-freq-2,1,180,81,99,54613,109227,84.194,6553620,179424673,0.176,4.2,57.6,0,0.864197531,57.6,103.5345862,0,2.222222222,0.711111111,5,Infinity,Infinity,0.32,1,0.32,0.711111111,0
SSDP,sun-pn-freq-2,2,180,81,99,54613,109227,84.817,6772074,125164703,0.177833333,4.8,58.2,0,0.851851852,58.2,105.1266766,0,2.222222222,0.718518519,5,Infinity,Infinity,0.323333333,1,0.323333333,0.718518519,0
SSDP,sun-pn-freq-2,3,180,81,99,54613,109227,84.506,6553620,132011827,0.178444444,4.2,58.4,0,0.864197531,58.4,105.6631893,0,2.222222222,0.720987654,5,Infinity,Infinity,0.324444444,1,0.324444444,0.720987654,0
SSDP,sun-pn-freq-2,4,180,81,99,54613,109227,85.597,6881301,124987441,0.177833333,4.4,58.2,0,0.864197531,58.2,105.1266766,0,2.222222222,0.718518519,5,Infinity,Infinity,0.323333333,1,0.323333333,0.718518519,0
SSDP,sun-pn-freq-2,5,180,81,99,54613,109227,83.882,6881301,123979721,0.177833333,4.6,58.2,0,0.864197531,58.2,105.1266766,0,2.222222222,0.718518519,5,Infinity,Infinity,0.323333333,1,0.323333333,0.718518519,0
SSDP,sun-pn-freq-2,6,180,81,99,54613,109227,90.76,7318209,119777719,0.178444444,4.2,58.4,0,0.864197531,58.4,105.6631893,0,2.222222222,0.720987654,5,Infinity,Infinity,0.324444444,1,0.324444444,0.720987654,0
SSDP,sun-pn-freq-2,7,180,81,99,54613,109227,94.084,7755117,117705823,0.180277778,4.6,59,0,0.851851852,59,107.2816692,0,2.222222222,0.728395062,5,Infinity,Infinity,0.327777778,1,0.327777778,0.728395062,0
SSDP,sun-pn-freq-2,8,180,81,99,54613,109227,96.814,7973571,112131119,0.180277778,5,59,0,0.802469136,59,107.2727273,0,2.222222222,0.728395062,5,Infinity,Infinity,0.327777778,1,0.327777778,0.728395062,0
SSDP,sun-pn-freq-2,9,180,81,99,54613,109227,89.451,7536663,108626351,0.178444444,4.8,58.4,0,0.839506173,58.4,105.6631893,0,2.222222222,0.720987654,5,Infinity,Infinity,0.324444444,1,0.324444444,0.720987654,0
SSDP,sun-pn-freq-2,10,180,81,99,54613,109227,83.007,6553620,107980007,0.177222222,4.4,58,0,0.839506173,58,104.5988877,0,2.222222222,0.716049383,5,Infinity,Infinity,0.322222222,1,0.322222222,0.716049383,0
SSDP,sun-pn-freq-4,1,180,81,99,54613,218453,68.999,6772043,179424673,0.102055556,2,33.4,0,0.691358025,33.4,50.12580375,1.59E-12,2.222222222,0.412345679,5,Infinity,Infinity,0.185555556,1,0.185555556,0.412345679,0
SSDP,sun-pn-freq-4,2,180,81,99,54613,218453,65.848,6116684,125164703,0.102055556,2,33.4,0,0.604938272,33.4,50.12580375,1.59E-12,2.222222222,0.412345679,5,Infinity,Infinity,0.185555556,1,0.185555556,0.412345679,0
SSDP,sun-pn-freq-4,3,180,81,99,54613,218453,67.36,6553590,132011827,0.102055556,2,33.4,0,0.654320988,33.4,50.12580375,1.59E-12,2.222222222,0.412345679,5,Infinity,Infinity,0.185555556,1,0.185555556,0.412345679,0
SSDP,sun-pn-freq-4,4,180,81,99,54613,218453,65.645,6335137,124987441,0.102055556,2,33.4,0,0.604938272,33.4,50.12580375,1.59E-12,2.222222222,0.412345679,5,Infinity,Infinity,0.185555556,1,0.185555556,0.412345679,0
SSDP,sun-pn-freq-4,5,180,81,99,54613,218453,68.812,6772043,123979721,0.102055556,2,33.4,0,0.654320988,33.4,50.12580375,1.59E-12,2.222222222,0.412345679,5,Infinity,Infinity,0.185555556,1,0.185555556,0.412345679,0
SSDP,sun-pn-freq-4,6,180,81,99,54613,218453,73.211,7427402,119777719,0.103277778,2,33.8,0,0.679012346,33.8,50.86385239,1.08E-12,2.222222222,0.417283951,5,Infinity,Infinity,0.187777778,1,0.187777778,0.417283951,0
SSDP,sun-pn-freq-4,7,180,81,99,54613,218453,69.592,6772043,117705823,0.103277778,2,33.8,0,0.691358025,33.8,50.86385239,1.08E-12,2.222222222,0.417283951,5,Infinity,Infinity,0.187777778,1,0.187777778,0.417283951,0
SSDP,sun-pn-freq-4,8,180,81,99,54613,218453,65.847,6335137,112131119,0.102055556,2,33.4,0,0.592592593,33.4,50.12580375,1.59E-12,2.222222222,0.412345679,5,Infinity,Infinity,0.185555556,1,0.185555556,0.412345679,0
SSDP,sun-pn-freq-4,9,180,81,99,54613,218453,64.741,6335137,108626351,0.102666667,2,33.6,0,0.654320988,33.6,50.49482807,1.33E-12,2.222222222,0.414814815,5,Infinity,Infinity,0.186666667,1,0.186666667,0.414814815,0
SSDP,sun-pn-freq-4,10,180,81,99,54613,218453,68.905,6772043,107980007,0.102666667,2,33.6,0,0.654320988,33.6,50.49482807,1.33E-12,2.222222222,0.414814815,5,Infinity,Infinity,0.186666667,1,0.186666667,0.414814815,0
SSDP,sun-pn-freq-8,1,180,81,99,54613,436905,74.334,7864290,179424673,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,2,180,81,99,54613,436905,72.836,7864290,125164703,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,3,180,81,99,54613,436905,73.118,7864290,132011827,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,4,180,81,99,54613,436905,74.458,7864290,124987441,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,5,180,81,99,54613,436905,74.007,7864290,123979721,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,6,180,81,99,54613,436905,73.788,7864290,119777719,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,7,180,81,99,54613,436905,74.523,7864290,117705823,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,8,180,81,99,54613,436905,73.695,7864290,112131119,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,9,180,81,99,54613,436905,73.726,7864290,108626351,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-freq-8,10,180,81,99,54613,436905,75.925,7864290,107980007,0.070277778,1,23,0,0.654320988,23,32.22929936,1.37E-08,2.222222222,0.283950617,5,Infinity,Infinity,0.127777778,1,0.127777778,0.283950617,0
SSDP,sun-pn-width-2,1,180,81,99,54613,109227,82.773,8956614,179424673,0.150944444,5.6,49.4,0,0.691358025,49.4,83.22019965,0,2.222222222,0.609876543,5,Infinity,Infinity,0.274444444,1,0.274444444,0.609876543,0
SSDP,sun-pn-width-2,2,180,81,99,54613,109227,45.678,4696761,125164703,0.127722222,2.8,41.8,0,0.666666667,41.8,66.57967459,9.77E-16,2.222222222,0.516049383,5,Infinity,Infinity,0.232222222,1,0.232222222,0.516049383,0
SSDP,sun-pn-width-2,3,180,81,99,54613,109227,60.279,6007485,132011827,0.125277778,3.6,41,0,0.530864198,41,64.89208633,7.77E-16,2.222222222,0.50617284,5,Infinity,Infinity,0.227777778,1,0.227777778,0.50617284,0
SSDP,sun-pn-width-2,4,180,81,99,54613,109227,46.207,4259853,124987441,0.119777778,2.6,39.2,0,0.49382716,39.2,61.25227964,5.33E-15,2.222222222,0.483950617,5,Infinity,Infinity,0.217777778,1,0.217777778,0.483950617,0
SSDP,sun-pn-width-2,5,180,81,99,54613,109227,45.677,4587534,123979721,0.119777778,2.2,39.2,0,0.49382716,39.2,61.25227964,5.33E-15,2.222222222,0.483950617,5,Infinity,Infinity,0.217777778,1,0.217777778,0.483950617,0
SSDP,sun-pn-width-2,6,180,81,99,54613,109227,48.485,4805988,119777719,0.119777778,2.6,39.2,0,0.641975309,39.2,61.25227964,5.33E-15,2.222222222,0.483950617,5,Infinity,Infinity,0.217777778,1,0.217777778,0.483950617,0
SSDP,sun-pn-width-2,7,180,81,99,54613,109227,61.916,6881301,117705823,0.152777778,5.6,50,0,0.777777778,50,84.65144103,0,2.222222222,0.617283951,5,Infinity,Infinity,0.277777778,1,0.277777778,0.617283951,0
SSDP,sun-pn-width-2,8,180,81,99,54613,109227,65.084,6553620,112131119,0.128944444,4.4,42.2,0,0.530864198,42.2,67.37543637,2.89E-16,2.222222222,0.520987654,5,Infinity,Infinity,0.234444444,1,0.234444444,0.520987654,0
SSDP,sun-pn-width-2,9,180,81,99,54613,109227,40.263,3932172,108626351,0.120388889,2.6,39.4,0,0.716049383,39.4,61.65349544,4.55E-15,2.222222222,0.486419753,5,Infinity,Infinity,0.218888889,1,0.218888889,0.486419753,0
SSDP,sun-pn-width-2,10,180,81,99,54613,109227,41.964,3932172,107980007,0.119166667,2.6,39,0,0.49382716,39,60.85671476,7.46E-15,2.222222222,0.481481481,5,Infinity,Infinity,0.216666667,1,0.216666667,0.481481481,0
SSDP,sun-pn-width-4,1,180,81,99,54613,215499,100.245,12067944,179424673,0.152777778,3.2,50,0,0.666666667,50,84.65932745,0,2.222222222,0.617283951,5,Infinity,Infinity,0.277777778,1,0.277777778,0.617283951,0
SSDP,sun-pn-width-4,2,180,81,99,54613,215499,119.06,14438433,125164703,0.155222222,4,50.8,0,0.75308642,50.8,86.51185152,0,2.222222222,0.627160494,5,Infinity,Infinity,0.282222222,1,0.282222222,0.627160494,0
SSDP,sun-pn-width-4,3,180,81,99,54613,215499,148.122,16808922,132011827,0.162555556,3.4,53.2,0,0.666666667,53.2,92.30596175,0,2.222222222,0.656790123,5,Infinity,Infinity,0.295555556,1,0.295555556,0.656790123,0
SSDP,sun-pn-width-4,4,180,81,99,54613,215499,103.35,12498942,124987441,0.150333333,3.2,49.2,0,0.666666667,49.2,82.76939464,0,2.222222222,0.607407407,5,Infinity,Infinity,0.273333333,1,0.273333333,0.607407407,0
SSDP,sun-pn-width-4,5,180,81,99,54613,215499,123.584,15300429,123979721,0.157666667,3.6,51.6,0,0.666666667,51.6,88.43818405,0,2.222222222,0.637037037,5,Infinity,Infinity,0.286666667,1,0.286666667,0.637037037,0
SSDP,sun-pn-width-4,6,180,81,99,54613,215499,79.17,8835459,119777719,0.134444444,2.4,44,0,0.790123457,44,71.22728115,1.11E-16,2.222222222,0.543209877,5,Infinity,Infinity,0.244444444,1,0.244444444,0.543209877,0
SSDP,sun-pn-width-4,7,180,81,99,54613,215499,130.759,15731427,117705823,0.161333333,3.6,52.8,0,0.666666667,52.8,91.3238189,0,2.222222222,0.651851852,5,Infinity,Infinity,0.293333333,1,0.293333333,0.651851852,0
SSDP,sun-pn-width-4,8,180,81,99,54613,215499,130.058,15946926,112131119,0.155222222,3.2,50.8,0,0.666666667,50.8,86.52678433,0,2.222222222,0.627160494,5,Infinity,Infinity,0.282222222,1,0.282222222,0.627160494,0
SSDP,sun-pn-width-4,9,180,81,99,54613,215499,125.985,14653932,108626351,0.162555556,3.8,53.2,0,0.666666667,53.2,92.30596175,0,2.222222222,0.656790123,5,Infinity,Infinity,0.295555556,1,0.295555556,0.656790123,0
SSDP,sun-pn-width-4,10,180,81,99,54613,215499,107.454,12067944,107980007,0.151555556,3.6,49.6,0,0.666666667,49.6,83.69247156,0,2.222222222,0.612345679,5,Infinity,Infinity,0.275555556,1,0.275555556,0.612345679,0
SSDP,sun-pn-width-8,1,180,81,99,54613,410113,168.636,20915763,179424673,0.127111111,3,41.6,0,0.530864198,41.6,66.13677512,5.55E-16,2.222222222,0.513580247,5,Infinity,Infinity,0.231111111,1,0.231111111,0.513580247,0
SSDP,sun-pn-width-8,2,180,81,99,54613,410113,169.993,20095537,125164703,0.122222222,2,40,0,0.703703704,40,62.89228585,4.13E-15,2.222222222,0.49382716,5,Infinity,Infinity,0.222222222,1,0.222222222,0.49382716,0
SSDP,sun-pn-width-8,3,180,81,99,54613,410113,156.94,18455085,132011827,0.128333333,2.8,42,0,0.740740741,42,66.97447522,6.22E-16,2.222222222,0.518518519,5,Infinity,Infinity,0.233333333,1,0.233333333,0.518518519,0
SSDP,sun-pn-width-8,4,180,81,99,54613,410113,150.15,18044972,124987441,0.120388889,2,39.4,0,0.703703704,39.4,61.65349544,4.55E-15,2.222222222,0.486419753,5,Infinity,Infinity,0.218888889,1,0.218888889,0.486419753,0
SSDP,sun-pn-width-8,5,180,81,99,54613,410113,171.572,20095537,123979721,0.127722222,2.8,41.8,0,0.703703704,41.8,66.54966221,4.66E-16,2.222222222,0.516049383,5,Infinity,Infinity,0.232222222,1,0.232222222,0.516049383,0
SSDP,sun-pn-width-8,6,180,81,99,54613,410113,150.525,18044972,119777719,0.119166667,2.2,39,0,0.679012346,39,60.85671476,7.46E-15,2.222222222,0.481481481,5,Infinity,Infinity,0.216666667,1,0.216666667,0.481481481,0
SSDP,sun-pn-width-8,7,180,81,99,54613,410113,150.041,18865198,117705823,0.118555556,2.2,38.8,0,0.75308642,38.8,60.46114988,9.59E-15,2.222222222,0.479012346,5,Infinity,Infinity,0.215555556,1,0.215555556,0.479012346,0
SSDP,sun-pn-width-8,8,180,81,99,54613,410113,169.962,20095537,112131119,0.128944444,2.8,42.2,0,0.703703704,42.2,67.38146392,3.33E-16,2.222222222,0.520987654,5,Infinity,Infinity,0.234444444,1,0.234444444,0.520987654,0
SSDP,sun-pn-width-8,9,180,81,99,54613,410113,140.229,17634859,108626351,0.121611111,2,39.8,0,0.703703704,39.8,62.49672097,6.26E-15,2.222222222,0.491358025,5,Infinity,Infinity,0.221111111,1,0.221111111,0.491358025,0
SSDP,sun-pn-width-8,10,180,81,99,54613,410113,153.332,19275311,107980007,0.118555556,2,38.8,0,0.530864198,38.8,60.46114988,9.59E-15,2.222222222,0.479012346,5,Infinity,Infinity,0.215555556,1,0.215555556,0.479012346,0
SSDP,tian-pn-freq-2,1,173,137,36,12625,25250,6.723,782750,179424673,0.068562264,2,57,0,0.766423358,57,22.3420628,2.37E-06,1.262773723,0.416058394,5,Infinity,Infinity,0.329479769,1,0.329479769,0.416058394,0
SSDP,tian-pn-freq-2,2,173,137,36,12625,25250,6.786,808000,125164703,0.068081125,2,56.6,0,0.700729927,56.6,22.11223946,2.74E-06,1.262773723,0.413138686,5,Infinity,Infinity,0.32716763,1,0.32716763,0.413138686,0
SSDP,tian-pn-freq-2,3,173,137,36,12625,25250,6.537,757500,132011827,0.068321695,2,56.8,0,0.824817518,56.8,22.22616898,2.53E-06,1.262773723,0.41459854,5,Infinity,Infinity,0.328323699,1,0.328323699,0.41459854,0
SSDP,tian-pn-freq-2,4,173,137,36,12625,25250,6.614,782750,124987441,0.068081125,2,56.6,0,0.788321168,56.6,22.11223946,2.74E-06,1.262773723,0.413138686,5,Infinity,Infinity,0.32716763,1,0.32716763,0.413138686,0
SSDP,tian-pn-freq-2,5,173,137,36,12625,25250,6.552,782750,123979721,0.068321695,2,56.8,0,0.832116788,56.8,22.22616898,2.53E-06,1.262773723,0.41459854,5,Infinity,Infinity,0.328323699,1,0.328323699,0.41459854,0
SSDP,tian-pn-freq-2,6,173,137,36,12625,25250,6.35,732250,119777719,0.068321695,2,56.8,0,0.781021898,56.8,22.22616898,2.53E-06,1.262773723,0.41459854,5,Infinity,Infinity,0.328323699,1,0.328323699,0.41459854,0
SSDP,tian-pn-freq-2,7,173,137,36,12625,25250,7.051,833250,117705823,0.068321695,2,56.8,0,0.802919708,56.8,22.22616898,2.53E-06,1.262773723,0.41459854,5,Infinity,Infinity,0.328323699,1,0.328323699,0.41459854,0
SSDP,tian-pn-freq-2,8,173,137,36,12625,25250,7.082,833250,112131119,0.068562264,2,57,0,0.773722628,57,22.3420628,2.37E-06,1.262773723,0.416058394,5,Infinity,Infinity,0.329479769,1,0.329479769,0.416058394,0
SSDP,tian-pn-freq-2,9,173,137,36,12625,25250,6.49,757500,108626351,0.068562264,2,57,0,0.766423358,57,22.3420628,2.37E-06,1.262773723,0.416058394,5,Infinity,Infinity,0.329479769,1,0.329479769,0.416058394,0
SSDP,tian-pn-freq-2,10,173,137,36,12625,25250,7.207,858500,107980007,0.068321695,2,56.8,0,0.824817518,56.8,22.22616898,2.53E-06,1.262773723,0.41459854,5,Infinity,Infinity,0.328323699,1,0.328323699,0.41459854,0
SSDP,tian-pn-freq-4,1,173,137,36,12625,50500,8.05,1212000,179424673,0.045467607,1.4,37.8,0,0.700729927,37.8,12.86064356,0.001069804,1.262773723,0.275912409,5,Infinity,Infinity,0.21849711,1,0.21849711,0.275912409,0
SSDP,tian-pn-freq-4,2,173,137,36,12625,50500,9.111,1414000,125164703,0.046911023,1.4,39,0,0.715328467,39,13.32235911,5.35E-04,1.262773723,0.284671533,5,Infinity,Infinity,0.225433526,1,0.225433526,0.284671533,0
SSDP,tian-pn-freq-4,3,173,137,36,12625,50500,9.297,1464500,132011827,0.046189315,1.4,38.4,0,0.722627737,38.4,13.08665817,7.25E-04,1.262773723,0.280291971,5,Infinity,Infinity,0.221965318,1,0.221965318,0.280291971,0
SSDP,tian-pn-freq-4,4,173,137,36,12625,50500,9.485,1515000,124987441,0.046189315,1.4,38.4,0,0.773722628,38.4,13.08665817,7.25E-04,1.262773723,0.280291971,5,Infinity,Infinity,0.221965318,1,0.221965318,0.280291971,0
